run_id,created_at,dataset_name,dataset_version,dataset_fingerprint,benchmark_profile,resolution_engine,provider,model,evaluator_version,git_sha,source_tree_dirty,total_dataset_records,unique_dataset_records,duplicate_dataset_records,evaluated_cases,failed_cases,decision_accuracy,credit_accuracy,human_review_accuracy
sla-deterministic-dataset-v1,2026-09-12T04:23:08.751953+00:00,casemesh-ai-dataset,1.0,dcbcaedd494049115aba5308d7316e05a9b1611d20b64234d25ef9d13eb304ac,sla-deterministic,casemesh.services.sla_resolution.resolve_sla_claim,deterministic,,0.7.0,59c6138dd89f965ddea47861d9af996866d38c65,False,100,10,90,10,0,1.0,1.0,1.0
